,word1,word2,prediction
1000,heel,stack,-8479.620038657422
1001,held,nest,-1635021.6599546943
1002,helix,spiral,-27942.99568764945
1003,highway,road,-685147.9033405852
1004,hill,horizon,-396290.9593152484
1005,hill,mountain,-124926.91194854688
1006,hill,scenery,-428540.26316205127
1007,history,recital,-1414894.1281537637
1008,hit,tourist,-1478118.313929234
1009,hockey,ice,-161238.75807943952
1010,hockey,play,-2039467.9428699045
1011,holiday,travel,-353011.8472884438
1012,home,smoking,-3181873.4357101666
1013,honest,sincere,-72278.17754343289
1014,hood,protection,-360994.72160268517
1015,hope,psychology,-921809.1948353545
1016,horizon,sky,-132528.170661939
1017,horizontal,surface,-215340.21208079124
1018,hostility,war,-3493886.3007313223
1019,hot,hot,-0.0
1020,hot,sunny,-327500.25917547
1021,hotel,kill,-333313.6117577563
1022,hotel,library,-447956.3105984774
1023,hotel,oak,-588024.708935773
1024,house,staircase,-3557696.2422910696
1025,house,windmill,-3570574.4152252306
1026,housing,vault,-345813.4666218201
1027,hummingbird,rodent,-2310.8870591182026
1028,husky,painting,-121536.47963883133
1029,image,visualize,-382871.83977931854
1030,impressive,striking,-36062.126947810386
1031,industrial,lake,-190000.00987894638
1032,information,target,-1329230.8309861023
1033,infrastructure,structure,-77017.604299277
1034,initial,letter,-342598.8397003122
1035,injury,wrong,-175440.61732107526
1036,ink,liquid,-37523.1069342614
1037,ink,organ,-10810.318589199847
1038,insect,lizard,-9705.603587618882
1039,installation,zoo,-17143.698696605705
1040,instruction,lesson,-68069.32247349032
1041,interest,lien,-1353358.0743132986
1042,interior,object,-280847.02303745324
1043,interior,paint,-266183.697077789
1044,interior,roof,-221652.57002119292
1045,interior,staircase,-366198.1109399665
1046,interior,tall,-282167.2113286721
1047,interpretation,twist,-15163.237352228001
1048,intrigue,romance,-44145.97815203542
1049,inventory,listing,-30670.135148055742
1050,invite,requests,-169975.9788411289
1051,ipod,rope,-15620.385078480005
1052,iron,robust,-78765.36500264565
1053,israel,israeli,-260363.43887535314
1054,israel,terror,-1369105.0040106492
1055,issue,up,-8526909.027355691
1056,ivy,oak,-30368.301516548538
1057,jaguar,storm,-332528.44747931
1058,jamaica,queens,-28244.00846197272
1059,jazz,play,-2094299.3797821775
1060,jean,shirt,-40185.9377892318
1061,jean,washing,-78234.82318635362
1062,jellyfish,punk,-16377.68078819468
1063,jellyfish,texture,-24261.749401063316
1064,joke,message,-484848.8921179464
1065,journal,writing,-100714.61454525859
1066,judgment,sense,-539701.9393535672
1067,jump,stitch,-219161.03665341536
1068,jump,uniform,-117249.47949564627
1069,jury,school,-1643228.0677571835
1070,justice,official,-1078928.2637983859
1071,juvenile,rope,-32763.28910533873
1072,key,misty,-1008577.5239434999
1073,key,motor,-836262.3691533654
1074,keyboard,soldier,-178328.29308889766
1075,kidnapped,shanghai,-31771.712843345278
1076,kill,sacrifice,-260721.9603370609
1077,kill,shot,-1000547.4444777695
1078,kind,soft,-927684.6915337144
1079,kiss,rusty,-25382.39415421631
1080,kitchen,sleep,-43093.35316496033
1081,kitchen,stair,-150823.40618087084
1082,kitchen,washing,-122634.68076771789
1083,kitten,kitty,-12524.669137346491
1084,knock,tap,-17642.577419413305
1085,lad,wizard,-17505.3864281826
1086,lady,sexy,-149271.71937443517
1087,lake,scenery,-368548.0779328528
1088,lake,town,-1011243.9068958578
1089,lamb,lantern,-33768.19177865484
1090,lamb,number,-1947930.738588516
1091,lamb,snow,-253286.03028197197
1092,landscape,mountain,-227178.88257494342
1093,landscape,stadium,-472828.02083950164
1094,lantern,oak,-49215.33468340952
1095,lapse,suspension,-131010.54444204149
1096,last,last,-0.0
1097,last,senior,-8246376.432717158
1098,laundering,machine,-225224.66657317942
1099,law,mosaic,-2088467.770567455
1100,lawn,sleep,-94106.07720545985
1101,layer,region,-1223140.0745965275
1102,leaf,nature,-328357.2015092711
1103,lean,rest,-946579.9686333969
1104,leap,second,-3596071.414691735
1105,learned,learned,-0.0
1106,leather,pouch,-66740.03297871504
1107,leather,sunshine,-28291.0051959974
1108,leave,pass,-260492.1379850063
1109,left,morning,-1727958.6324356853
1110,left,walk,-2395159.153019066
1111,lego,rodent,-2130.047886785665
1112,lever,machine,-258235.65272053287
1113,lever,open,-1863361.0215288375
1114,licking,marble,-37491.38517046268
1115,licking,pier,-23548.22889306126
1116,licking,puppy,-5463.5890218793365
1117,licking,rusty,-22921.191373922866
1118,licking,sitting,-276152.44890277606
1119,lie,line,-1411185.5414519375
1120,lie,sun,-279760.83114510565
1121,light,shadow,-582083.0498786229
1122,light,sleep,-533281.1045874392
1123,light,sunlight,-650152.4581965369
1124,lighthouse,wall,-760858.3266246094
1125,lighting,man,-1912853.7803561985
1126,lighting,stone,-152672.99384304992
1127,lily,plant,-524305.5039583322
1128,lily,purple,-36617.183657403104
1129,lily,tulip,-9828.814526686294
1130,limb,limb,-0.0
1131,line,street,-414288.69840728206
1132,lion,square,-404464.07222644624
1133,list,position,-232949.43825431305
1134,list,post,-271947.814558234
1135,list,shopping,-705947.273997852
1136,listing,organization,-919107.6841224874
1137,live,stitch,-924578.8064627053
1138,location,space,-664746.4497656232
1139,lock,mannequin,-70778.94352136092
1140,looking,sightseeing,-989283.3958628839
1141,loss,reducing,-805945.6240808062
1142,love,romance,-719031.2332590279
1143,lower,sustain,-889176.3119499972
1144,lunch,morning,-853718.9351654326
1145,lunch,sunny,-110923.8005434357
1146,machine,pond,-228854.2679217499
1147,machine,sketch,-249107.52628333072
1148,machine,washing,-238886.97742865764
1149,magnitude,size,-372690.5198834546
1150,magnolia,maple,-36830.35941991335
1151,maker,manufacturer,-194775.40126771622
1152,makeup,people,-8479731.138430746
1153,male,man,-1781615.8962994814
1154,manufacture,up,-10019524.044764046
1155,map,sewing,-257609.30088799217
1156,map,video,-256985.72063443565
1157,maple,oak,-16271.216395832244
1158,marble,postcard,-33788.46359336284
1159,marble,sing,-43746.52695929143
1160,market,shop,-2587448.0357046756
1161,market,sweeten,-2818603.694119661
1162,mars,water,-1196165.9945107955
1163,mask,roof,-122372.85202200658
1164,match,matchstick,-1009713.0064290542
1165,match,play,-1288003.9922399297
1166,matter,text,-620766.2696973813
1167,mayor,villa,-486864.2411915254
1168,meal,rice,-201948.68812894032
1169,means,tool,-701245.3232100734
1170,measure,twist,-465019.1612471471
1171,meat,moon,-63796.54337814859
1172,meat,potato,-134644.1318587634
1173,meat,soup,-107759.50648086725
1174,medium,organization,-896372.6753755936
1175,melody,music,-948369.7301464217
1176,memorial,rope,-221882.09198355846
1177,memory,operation,-317091.52647461323
1178,metro,rail,-74089.38139841633
1179,metro,train,-349666.0877780406
1180,military,reflection,-2772872.2195431176
1181,military,wasp,-2819623.7023954107
1182,mill,wild,-218377.20287383482
1183,mill,windmill,-47123.88381702028
1184,miniature,paint,-98187.06535995482
1185,miniature,painting,-103901.75376768208
1186,minister,work,-983727.2068027793
1187,mirror,raspberry,-83370.45709962265
1188,mist,sky,-171890.845660844
1189,mist,sunny,-73170.76152398545
1190,misty,sky,-177638.102748256
1191,misty,snow,-282436.0521480929
1192,misty,sunny,-78058.62017740242
1193,misty,sunrise,-14337.054474333328
1194,misty,sunshine,-44923.06767129786
1195,model,toe,-294135.12857018516
1196,mole,spy,-117385.95011754977
1197,moment,thief,-530787.149836919
1198,money,pile,-2514587.787332944
1199,money,quota,-2537943.017973416
1200,monster,rock,-334572.1156985443
1201,month,year,-6524447.603197685
1202,moon,mushroom,-155704.89134898744
1203,morning,sunrise,-1006523.7268261494
1204,morning,sunshine,-977261.1277923625
1205,mortal,mother,-746043.300967174
1206,moss,plant,-490395.57049589994
1207,mother,mother,-0.0
1208,mother,mother-in-law,-747264.331151969
1209,mother,pregnant,-663383.8518557699
1210,mother,yeast,-750305.9173263937
1211,motion,step,-546208.115028512
1212,motto,volunteer,-63559.19105841428
1213,mouth,tongue,-78614.29439357661
1214,move,shifting,-2037623.65994361
1215,move,spread,-1677238.5535268958
1216,move,swell,-2086095.6706721263
1217,mozart,wagner,-27503.63523245619
1218,museum,swim,-573091.514026337
1219,music,musician,-923592.1640989591
1220,music,print,-839906.4269524313
1221,music,track,-433393.6047255425
1222,musical,solo,-101046.15845740974
1223,nail,rusty,-7598.607175002556
1224,nation,spanish,-684008.2356287827
1225,native,rhodes,-237841.02548130747
1226,necklace,snow,-279180.80363270006
1227,nest,wasp,-25843.14030840683
1228,noodle,pigeon,-2851.784178369755
1229,novel,story,-1622061.3815984272
1230,nude,painting,-103957.86345919211
1231,nurse,nurse,-0.0
1232,nut,sunflower,-10093.846442263786
1233,observation,radio,-779266.3383144425
1234,observe,violating,-47624.72399920022
1235,obvious,plain,-98854.02309466215
1236,obvious,room,-826305.3623461499
1237,occasion,second,-3565185.451459292
1238,occupation,place,-1959907.8065720317
1239,ocean,pacific,-246547.67357653225
1240,ocean,underwater,-200800.42620721704
1241,ocean,water,-1057809.736731517
1242,old,race,-291380.83315654105
1243,old,seat,-975877.0452090782
1244,operation,operation,-0.0
1245,opinion,sentiment,-225007.9293291683
1246,orange,peel,-171316.72135550552
1247,orange,raspberry,-185216.20284953486
1248,orange,shop,-66390.61232584009
1249,origami,stadium,-588615.2089480876
1250,origin,root,-24155.447625742785
1251,out,sent,-8348540.162070677
1252,outdoor,pool,-124190.29629161849
1253,outdoor,swimming,-22384.04038595366
1254,outfit,sign,-705142.0734071967
1255,outfit,sock,-25426.921952922257
1256,overflow,sewer,-6212.673579064026
1257,pain,suffering,-53505.51043584216
1258,paint,picture,-270640.9733484565
1259,paint,portrait,-49650.30642402945
1260,painting,sculpture,-80004.98595087675
1261,palace,ruin,-205080.326777095
1262,panorama,scenery,-11915.324208765764
1263,panorama,view,-669330.9120240908
1264,panorama,zoo,-56540.93875237655
1265,paper,railway,-438729.7243497414
1266,paper,vine,-497370.85852711584
1267,papers,security,-2580477.9192250436
1268,park,parking,-676034.2706209507
1269,part,relation,-3203366.9100377825
1270,party,seat,-2388502.382749074
1271,pass,ticket,-464269.00653931266
1272,pass,topping,-641107.458938827
1273,passage,quotation,-150782.52943892457
1274,passing,passing,-0.0
1275,path,star,-551226.5093425749
1276,patio,sleep,-138204.7470168807
1277,patio,stair,-12473.715925897975
1278,patio,staircase,-3892.9301303773846
1279,patio,woman,-898163.6960855171
1280,pavilion,terrace,-11252.90438064774
1281,paw,theatre,-43801.65878137512
1282,peel,skin,-147415.8239470919
1283,pennsylvania,writer,-156925.3237849139
1284,people,wounded,-8138504.64743947
1285,pepper,potato,-70655.68968597073
1286,pepper,tomato,-74955.42656138945
1287,person,tiger,-627057.290208798
1288,personnel,police,-3701198.4843238313
1289,persuasion,weapon,-124106.68282973304
1290,petal,shade,-33509.75241627418
1291,photo,photography,-723631.4387511092
1292,photograph,still,-3804569.7626822446
1293,photographer,portrait,-27615.772902455883
1294,photographer,wedding,-66901.52036388995
1295,piano,wolf,-17964.195974215032
1296,pigeon,round,-1141205.0340508502
1297,pillow,stone,-197482.0111174691
1298,pink,skirt,-53556.124915830114
1299,pink,white,-2103929.1649941537
1300,place,place,-0.0
1301,place,siphon,-2122471.0312454225
1302,plain,report,-2241645.6342785303
1303,plant,seed,-406864.4612804122
1304,plant,skate,-497229.83331453486
1305,play,rail,-2123337.6832046737
1306,play,sign,-1531331.6258586834
1307,play,thousand,-2128234.9293532
1308,player,slave,-901736.3622179169
1309,pledge,promise,-124736.39435625848
1310,plot,strategy,-232319.68693806432
1311,point,second,-1930495.0835876265
1312,point,spot,-1369008.7929739533
1313,point,tennis,-1574942.259779066
1314,point,trouble,-1410933.597428314
1315,poll,poll,-0.0
1316,pond,water,-1240741.763353277
1317,poodle,puppy,-6842.7313260130195
1318,poodle,terrier,-2198.3728073282014
1319,pool,relax,-164588.52589715918
1320,porch,roof,-136251.71781669394
1321,porch,scooter,-24242.465427427207
1322,porch,staircase,-17829.480054112686
1323,portrait,underground,-50501.72618831945
1324,potato,rice,-248957.44328298283
1325,president,president,-0.0
1326,price,price,-0.0
1327,principle,principle,-0.0
1328,privilege,rich,-312113.5715536894
1329,production,production,-0.0
1330,profiling,racism,-51969.407327773
1331,protection,roof,-249401.82083737737
1332,protest,tile,-450666.657653969
1333,publish,show,-1809945.0199801647
1334,pug,puppy,-9070.41763095837
1335,punk,vinyl,-5524.711485679567
1336,puppy,skyline,-14028.255557980088
1337,purple,violet,-41942.34659625044
1338,pyramid,speculation,-195011.9589025252
1339,quality,romance,-324052.45791383844
1340,queen,queen,-0.0
1341,race,racing,-1042869.9341917009
1342,race,square,-849561.8995211608
1343,radical,role,-920260.0736503789
1344,rail,train,-278067.2175428094
1345,railroad,underground,-33353.47080889788
1346,railway,station,-629619.4148340721
1347,rain,wet,-435583.0452818368
1348,raise,shoulders,-553830.722844987
1349,raising,upbringing,-298967.48538595263
1350,raspberry,sweet,-134057.33637142007
1351,read,reading,-280628.53358666156
1352,rebel,soldier,-325935.6758779249
1353,rebel,young,-901019.6895972915
1354,recognize,succeed,-65901.32629166132
1355,record,score,-1047143.276640785
1356,record,write,-1215870.556834073
1357,red,shade,-996866.9497671191
1358,red,stripe,-1022553.5696495319
1359,redhead,rusty,-25047.953209793373
1360,relax,sitting,-233734.19962855233
1361,relief,total,-560454.1024678114
1362,religion,remedy,-165382.7568460515
1363,religion,trinity,-181666.47394607478
1364,report,study,-1430966.8776481166
1365,reptile,vacation,-135599.5883105844
1366,reservation,reservation,-0.0
1367,resistance,resistance,-0.0
1368,reverse,reverse,-0.0
1369,rice,yellow,-119645.99596727014
1370,ripple,shadow,-82403.33973207611
1371,ripple,wave,-245766.5456505421
1372,river,valley,-198656.79120533454
1373,river,waterfall,-581307.4929346769
1374,robbery,rolling,-76386.42099876126
1375,rod,rod,-0.0
1376,role,title,-382538.0788745094
1377,rolling,sound,-293791.70637375035
1378,room,sitting,-729409.0528777392
1379,root,stem,-63753.35906444495
1380,rope,shore,-98919.28252368174
1381,rose,rose,-0.0
1382,round,shape,-933795.9079199258
1383,row,terrace,-274989.9845503475
1384,rub,wipe,-20752.64137405158
1385,ruin,stone,-174728.51068443293
1386,ruin,town,-1351380.7503431456
1387,running,sprint,-861784.2172017307
1388,rusty,shade,-9953.288200388832
1389,rusty,stand,-522238.84826580965
1390,saddle,soap,-35701.96470784205
1391,sail,sheet,-43841.69921433234
1392,sailing,sunk,-21691.046516938786
1393,sake,shade,-33240.28785976445
1394,satellite,solar,-170291.49327843735
1395,scenery,trail,-153334.4110596183
1396,school,welsh,-1987183.9578222213
1397,sea,shore,-428262.55140159145
1398,sea,submarine,-479489.82681596145
1399,sea,water,-741598.7226613851
1400,season,winter,-2321156.9015303547
1401,seize,take,-3261651.5301403655
1402,series,string,-1471647.3265629902
1403,sex,sex,-0.0
1404,sexy,smile,-78028.54427067077
1405,shade,tree,-160566.89921960898
1406,shade,whale,-10915.39797716968
1407,shadow,sunlight,-69812.50377260575
1408,shape,square,-239113.3409640713
1409,sheet,sheet,-0.0
1410,shining,work,-3142924.605815103
1411,ship,spouse,-319631.9271537191
1412,shirt,tiger,-83790.68198194836
1413,shopping,store,-227873.7647580344
1414,shore,swim,-82283.15651456264
1415,shore,town,-1263575.8073997789
1416,shore,valley,-282715.03432962287
1417,short,trading,-374029.0338877447
1418,sight,vision,-59682.29960381883
1419,sign,sign,-0.0
1420,silence,still,-3739640.374421182
1421,single,sole,-679318.316074283
1422,sitting,sleep,-139056.54042151343
1423,situation,things,-632917.8770843825
1424,skate,vehicle,-277655.8960926272
1425,skating,sticker,-74480.10803563576
1426,skin,skin,-0.0
1427,sky,sunlight,-157673.03272912587
1428,skyline,view,-656386.0024147367
1429,slash,stroke,-76862.02401056036
1430,slave,worker,-143814.6202199204
1431,sleeping,waking,-63587.99937881366
1432,small,valley,-1125031.0602845587
1433,small,village,-983419.7416967998
1434,smile,time,-7221547.09712178
1435,smile,view,-576168.3084811242
1436,smile,walk,-243416.49801112508
1437,smoking,sunny,-75653.09483424995
1438,snap,touch,-163585.14962245207
1439,sock,stocking,-5295.378834417784
1440,solstice,summer,-896865.4601739327
1441,song,vocal,-174045.11210028292
1442,speech,word,-134585.53237254024
1443,spin,sweat,-47614.51605340521
1444,spiral,staircase,-14938.71413475738
1445,spread,spread,-0.0
1446,square,town,-942913.0892038766
1447,stamp,weave,-52304.14382245439
1448,stand,tear,-440847.74001462216
1449,stand,walk,-210259.91882667522
1450,star,star,-0.0
1451,star,storm,-441133.6769132457
1452,steel,wing,-80138.83964720188
1453,step,travel,-177689.15606192793
1454,step,walk,-399965.17757674924
1455,step,wind,-412982.57959991484
1456,sticker,track,-543184.0390641101
1457,stock,stock,-0.0
1458,storm,thunderstorm,-330980.81803633267
1459,straight,stretch,-453331.5808312936
1460,strains,trouble,-368665.74173768854
1461,stream,waterfall,-90571.52420049018
1462,stripe,train,-398798.58421263215
1463,stripe,violet,-2473.25170575093
1464,subway,underground,-22307.44360073571
1465,subway,valentine,-85921.65922513357
1466,sun,sun,-0.0
1467,sun,sunburst,-406766.0046033841
1468,sun,sunlight,-380414.9341074826
1469,sun,sunshine,-356797.53741162503
1470,sunlight,thriller,-13023.07432981944
1471,sunny,weather,-407966.8454813451
1472,sunny,wet,-34326.2434443387
1473,sunshine,weather,-432640.6589850285
1474,support,trace,-1856903.7250659997
1475,surface,territory,-173221.78613557795
1476,surfer,wave,-253231.23784596566
1477,tall,wool,-86325.46938766104
1478,tenure,term,-477804.0515001946
1479,thing,thing,-0.0
1480,ticket,writing,-118088.74640286417
1481,tops,tops,-0.0
1482,touch,upset,-45399.964625536835
1483,tour,travel,-267852.11371015856
1484,traffic,traffic,-0.0
1485,train,train,-0.0
1486,travel,travel,-0.0
1487,travel,wandering,-639686.1411153129
1488,tunnel,underground,-24530.086363484297
1489,type,write,-107883.25617073328
1490,valley,village,-172680.3708184573
1491,van,vine,-388699.41902323416
1492,violet,white,-2175934.7541550943
1493,violet,yellow,-174118.39935515125
1494,washer,worker,-185563.1908057198
1495,water,water,-0.0
1496,ways,ways,-0.0
1497,weather,winter,-99954.15874789776
1498,wednesday,weekday,-3142249.5446315245
1499,word,word,-0.0
